,seg,bu,platform,category,line,set,set id,cat 11
1638,LS,BDB,Clinical Reagents,Open System HIV,Single Color Open System HIV,Single Color Open System HIV - PC Adjustment,PH220050041065,
1639,LS,IDS,Specimen Acquisition,Other Specimen Acquisition,Single Use Holders,Single Use Holders - Adjustment,PH210900441226,
1640,LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - Cell Signalling Cancer (Flow Cytometry),Sirigen - Cell Signalling Cancer (Flow Cytometry) - PC Adjus,PH220080041071,
1641,LS,BDB,Research Reagents,Custom Research Reagents,Sirigen - Customs,Sirigen - Customs - PC Adjustment,PH220080041069,
1642,LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - Immune Function (Flow Cytometry),Sirigen - Immune Function (Flow Cytometry) - PC Adjustment,PH220080041068,
1643,LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - OptiBuild,Sirigen - OptiBuild - PC Adjustment,PH220080041067,
1644,LS,BDB,Research Reagents,Research Core Sirigen,Sirigen - Support (Flow Cytometry),Sirigen - Support (Flow Cytometry) - PC Adjustment,PH220080041066,
1645,LS,BDB,Research Reagents,Sirigen OEM Dye Sales / Royalties,Sirigen OEM Dye Sales,Sirigen OEM Dye Sales,PH220080041113,
1646,LS,BDB,Research Reagents,Sirigen OEM Dye Sales / Royalties,Sirigen OEM Royalties,Sirigen OEM Royalties,PH220080041117,
1647,LS,BDB,Clinical Instruments,Sample Prep Assistant,SPA,SPA - Adjustment,PH220020041179,
1648,LS,BDB,Clinical Instruments,Sample Prep Assistant,SPA,SPA - PC Adjustment,PH220020041215,
1649,LS,BDB,Clinical Instruments,Sample Prep Assistant,SPA Options,SPA Options - PC Adjustment,PH220020041216,
1650,LS,IDS,Lab Specimen Management,CBP,Other FFE,SPARE PARTS,PH210900241142,
1651,LS,IDS,Specimen Management Other,Specimen Management NP,Specimen Management NP,Specimen Management NP - Adjustment,PH210900341203,
1652,LS,BDB,Clinical Reagents,Open System Transplant,Stem Cell Enumeration,Stem Cell Enumeration - PC Adjustment,PH220050041067,
1653,LS,BDB,Service,Technical Support Service,Time and Materials,Time and Materials - PC Adjustment,PH220030041012,
1654,LS,IDS,Specimen Acquisition,Other Specimen Acquisition,Tourniquets & Swabs,Tourniquets & Swabs - Adjustment,PH210900441260,
1655,LS,BDB,Service,Knowledge Transfer Services,Training,Training - PC Adjustment,PH220030041011,
1656,LS,IDS,Lab Specimen Management,Urine,Transfer Straw Kits,Transfer Straw Kits - Adjustment,PH210900141124,
1657,LS,BDB,Clinical Reagents,Open System Transplant,Other Transplant,Transplant & Transfusion - Adjustment,PH220050041034,
1658,LS,IDS,Microbiology,Other Core Micro,Transport,Transport Adjustment,PH211100441177,
1659,LS,BDB,Clinical Reagents,Open System HIV,TriTest/Simultest HIV,TriTest/Simultest HIV - PC Adjustment,PH220050041068,
1660,LS,BDB,Clinical Reagents,Open System Immune Monitoring,TriTest/Simultest Immune Monitoring,TriTest/Simultest Immune Monitoring - PC Adjustment,PH220050041069,
1661,LS,IDS,Microbiology,Clinical Media,Tubed Media - Clinical,Tubed Media - Clinical Adjustment,PH211100441171,
1662,LS,IDS,Lab Automation,Lab Automation,TLA Instr - Plcmt,TLA Instrument - Plcmt,PH211146041024,
1663,LS,IDS,Veritor Cov,Veritor Cov,Veritor Cov NP,Veritor Cov NP,PH211100841001,
1664,LS,IDS,Molecular Diagnostics,ProbeTec/Viper,ProbeTec Viper Instr - Plcmt,Viper XTR Inst - Placements,PH211100141079,
1665,LS,IDS,Lab Specimen Management,Informatics & Services,BD Widerlab,Widerlab,PH210900541011,
1666,LS,BDB,Clinical Instruments,FACSVia,FACSVia Options,661997-Bundle Computer Z240SFF FACSVia,PH220020041145,
1667,LS,IDS,Molecular Diagnostics,ProbeTec/Viper,BD Viper NP,BD Viper Diagnostics Adjustment/Expense,PH211100141075,
1668,LS,IDS,Microbiology,ID/AST,Misc ID and AST,Crystal,PH211100441273,
1669,LS,IDS,Diagnostic Systems Other,Diagnostic Systems Other,Freight recovery,Freight recovery,PH221100541360,
1670,LS,IDS,Diagnostic Systems Other,Diagnostic Systems Other,Infection Prevention & Mgmt NP,WW Infection Prev&Mgmt Oper Exps-Ex BDMS,PH211100441314,
1671,LS,IDS,Specimen Management Other,Specimen Management Other,Non Product SM,Non Product SM,PH210900341196,
1672,MED,MMS,Pyxis Med,Pyxis Med,Pyxis Med - Other,Pyxis Med - Other,PH230500141000,
1673,MED,PS,Prefillable Systems,Component,PFS Component,Bulk Plunger Rod,PH210310041052,
1674,MED,MDS,Vascular Care,Flush Devices -Conventional,Saline Flush Devices SP,Posiflush - Colubmus - US,PH210210041428,
1675,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Conventional Needles,Large Bore Needles,PH210230041067,
1676,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,Syringe Only,PH210230041049,
1677,MED,PS,Prefillable Systems,Stopper,Stopper Mid Tier,TSCF/TCF,PH210310041112,
1678,MED,PS,Prefillable Systems,Glass Container,Hypak for Antico,SCF Needle RNS,PH210310041132,
1679,MED,PS,Prefillable Systems,Stopper,Stopper Low Tier,BSCF/BCF/BCA,PH210310041107,
1680,MED,MDS,Vascular Care,Flush Devices -Conventional,Saline Flush Devices SP,Posiflush SP - Columbus - CE,PH210210041429,
1681,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Conventional Needles,Small Bore Needles,PH210230041068,
1682,MED,PS,Prefillable Systems,Stopper,Stopper Low Tier,TSCF/TCF,PH210310041108,
1683,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,10cc Syringes Only - Hypodermic,PH210230041037,
1684,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Blunt Fill Needle / Combo,BFN LARGE BORE,PH210230041143,
1685,MED,PS,Prefillable Systems,Glass Container,Hypak for Biotech,SCF Needle,PH210310041099,
1686,MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,SCF Luer PRTC,PH210310041137,
1687,MED,PS,Prefillable Systems,Stopper,Stopper High Tier,TSCF/TCF,PH210310041116,
1688,MED,PS,Prefillable Systems,Component,PFS Component,Bulk Backstop,PH210310041053,
1689,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Large - SYRINGE ONLY,Syringe Only,PH210230041210,
1690,MED,PS,Prefillable Systems,Stopper,Stopper Mid Tier,BSCF/BCF/BCA,PH210310041111,
1691,MED,MDS,ISD OEM,IVA OEM,IVA OEM Components,KippMed,PH230100041084,
1692,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,Syringe with Needle,PH210230041029,
1693,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,Cust Spec Syr Only,PH210230041047,
1694,MED,PS,Prefillable Systems,Glass Container,Hypak for Acute,SCF Luer PRTC,PH210310041129,
1695,MED,PS,Prefillable Systems,Stopper,Stopper High Tier,BSCF/BCF/BCA,PH210310041115,
1696,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - SYRINGE ONLY,10ml Syringe Only,PH210230041006,
1697,MED,PS,Prefillable Systems,Glass Container,Hypak for Biotech,SCF Needle RNS,PH210310041135,
1698,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Large - SYRINGE ONLY,Cust Spec Syr Only,PH210230041217,
1699,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - SYRINGE ONLY,5ml Syringe Only,PH210230041011,
1700,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Eclipse - NEEDLES ONLY,SMALL BORE NEEDLE,PH210230041156,
1701,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - COMBOS,3ml Syringes w/Ndl,PH210230041075,
1702,MED,MDS,Vascular Prep,Skin Prep,ChloraPrep 1mL,"CHP-IPA, No Tint",PH230205241456,
1703,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - SYRINGE ONLY,3ml Syringe Only,PH210230041010,
1704,MED,PS,PS Safety,Component,Preventis,Bulk Plunger Rod,PH210330041159,
1705,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Insyte Autoguard,IAG,PH210400041238,
1706,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,Autoguard w/ Blood Control,IAGBC,PH210400041231,
1707,MED,MMS,Alaris System,IV Pump Delivery,Alaris System LVP Sets,Primary Admin,PH230600141135,
1708,MED,PS,PS Safety,Device,Preventis,Preventis device,PH210330041165,
1709,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - SYRINGES ONLY,10ml Syringes Only,PH210230041079,
1710,MED,PS,Prefillable Systems,Glass Container,Hypak legacy - Biotech,SCF Needle RNS,PH210310041141,
1711,MED,PS,Prefillable Systems,Glass Container,Hypak for Antico,SCF Needle,PH210310041082,
1712,MED,MDS,Hypodermic Products,Safety Hypodermic Products,SafetyGlide - NEEDLES ONLY,SafetyGlide Needles,PH210230041191,
1713,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,Cust Spec Syr w/Ndl,PH210230041027,
1714,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - COMBOS,2ml Syringe with Ndl,PH210230041002,
1715,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - COMBOS,5ml Syringes w/Ndl,PH210230041076,
1716,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - SYRINGES ONLY,5ml Syringes Only,PH210230041082,
1717,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Blunt Fill Needle / Combo,SYR W BFN LARGE BORE,PH210230041146,
1718,MED,PS,PS Safety,Device,Ultrasafe,Passive device Clear,PH210330041201,
1719,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Pharmacy Devices,Pharmacy Tip Cap Trays,PH210230041105,
1720,MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,SCF Needle,PH210310041072,
1721,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - COMBOS,2ml Syringes w/Ndl,PH210230041074,
1722,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - SYRINGE ONLY,20ml Syringe,PH210230041008,
1723,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - SYRINGES ONLY,2ml Syringes Only,PH210230041080,
1724,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Large - SYRINGE ONLY,20cc Syringes - Hypodermic,PH210230041039,
1725,MED,MDS,IV Access,IVA Accessories,IVA Accessories - Other Accessories,Other Accessories,PH230100041105,
1726,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Venflon Pro Safety,Venflon Pro Safety,PH210400041251,
1727,MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,SCF Needle RNS,PH210310041138,
1728,MED,PS,Prefillable Systems,Glass Container,Hypak for Acute,SCF Luer,PH210310041070,
1729,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Blunt Fill Needle / Combo,BFN FILTER LARGEBORE,PH210230041142,
1730,MED,PS,Prefillable Systems,Glass Container,Effivax,SCF Luer PRTC,PH210310041127,
1731,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Pharmacy Devices,ORAL MEDICATION,PH210230041101,
1732,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,3CC W/NEEDLE MEX,PH210230041022,
1733,MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,SCF Luer EZGTC,PH210310041136,
1734,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - COMBOS,5ml Syringe with Ndl,PH210230041004,
1735,MED,PS,Prefillable Systems,Glass Container,Neopak,SCF Needle RNS,PH210310041146,
1736,MED,MDS,IV Access,IVA Accessories,IVA Accessories - Connecta,Connecta,PH230100041106,
1737,MED,PS,SAIS,Device,Autoinjector Physioject,1ml,PH210320041136,
1738,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Eclipse - NEEDLES ONLY,LARGE BORE NEEDLE,PH210230041155,
1739,MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Basic,General,PH230100041198,
1740,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Conventional Needles,Customer Special Ndl,PH210230041064,
1741,MED,PS,Prefillable Systems,Glass Container,Hypak for Antico,Bulk Needle,PH210310041083,
1742,MED,MDS,Vascular Prep,Skin Prep,ChloraPrep FREPP,Frepp 1.5 ml,PH230205241461,
1743,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - COMBOS,10ml Syringes w/Ndl,PH210230041073,
1744,MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,SoloShot Mini Syringes,Soloshot MINI IX,PH210230041133,
1745,MED,MDS,Vascular Care,Flush Devices -Conventional,Saline Flush Devices XS,BD Posiflush XS - Drogheda,PH210210041434,
1746,MED,MDS,Vascular Prep,Skin Prep,ChloraPrep 3mL,"CHP-IPA, No Tint",PH230205241458,
1747,MED,PS,PS Safety,Component,Ultrasafe,Passive Plunger Rod Color,PH210330041184,
1748,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - COMBOS,10ml Syringe w/Ndl,PH210230041000,
1749,MED,MDS,Vascular Prep,Skin Prep,ChloraPrep Single Swabstick,Single Swabstick 1.75 ml,PH230205241466,
1750,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,5cc Syringes Only- Hypodermic,PH210230041045,
1751,MED,MDS,IV Access,IVA Interlink,IVA Accessories - Interlink,Syringe with Cannula,PH230100041104,
1752,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Eclipse - NEEDLES ONLY,Eclipse - NEEDLES ONLY,PH210230041153,
1753,MED,MDS,IV Access,IVA Q-Syte,IVA Connectors - Q-Syte,Q-Syte,PH230100041120,
1754,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Allergy Syringe,Syringe with Needle,PH210230041052,
1755,MED,PS,PS Safety,Component,Ultrasafe,Passive Plunger Rod Clear,PH210330041183,
1756,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,3cc Syringes Only - Hypodermic,PH210230041043,
1757,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Intima II Catheters,INTIMA II,PH210400041213,
1758,MED,PS,Prefillable Systems,Stopper,Stopper Low Tier,Bulk Stopper,PH210310041105,
1759,MED,PS,Prefillable Systems,Plastic Container,Uniject,SCF Needle,PH210310041035,
1760,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,AngioCath - PlastiCath,Angiocath Plus,PH210400041205,
1761,MED,PS,PS Safety,Device,Ultrasafe,Plus Passive Device clear,PH210330041204,
1762,MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,SCF Luer,PH210310041075,
1763,MED,PS,Prefillable Systems,Stopper,Stopper High Tier,TSCF/TCF Visio,PH210310041151,
1764,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Insyte Catheters,Insyte,PH210400041209,
1765,MED,PS,SAIS,Device,Pen Vystra,Body Subassembly,PH210320041137,
1766,MED,PS,Prefillable Systems,Component,PFS Other,Bulk Tip Cap,PH210310041042,
1767,MED,PS,SAIS,Device,Pen Vystra,Cartridge Holder,PH210320041138,
1768,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Eclipse - COMBOS,3 ml,PH210230041149,
1769,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,5CC W/NEEDLE MEX,PH210230041025,
1770,MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia - Spinal Needles,Sterile Disp Quincke,PH210700041306,
1771,MED,PS,SAIS,Device,Pen Vystra,Cap,PH210320041139,
1772,MED,PS,Prefillable Systems,Stopper,Stopper Mid Tier,Bulk Stopper,PH210310041109,
1773,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,Nexiva,Nexiva Single Port,PH210400041246,
1774,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,10CC W/NEEDLE MEX.,PH210230041015,
1775,MED,MDS,Hypodermic Products,HCW Safety & Reuse Prevention Hypo Prod,SoloMed with SND,SoloMed 3pc w/Shield,PH210230041113,
1776,MED,MDS,Hypodermic Products,Safety Hypodermic Products,TNT SafetyGlide Syr with Needle,TB,PH210230041194,
1777,MED,MDS,Gravity and Syringe Delivery,GSD Secondary Sets,GSD Secondary Sets - Basic,General,PH230100041207,
1778,MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,Emerald PRO-Combos,Low Cost RUP Syringe,PH210230041121,
1779,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,3cc Needle on Side,PH210230041020,
1780,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,Nexiva,Nexiva Dual Port,PH210400041245,
1781,MED,PS,Prefillable Systems,Component,PFS Other,Bulk RNS,PH210310041046,
1782,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Venflon 2,Venflon I,PH210400041188,
1783,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Venflon 2,Venflon,PH210400041225,
1784,MED,MDS,IV Access,IVA MaxZero,IVA Connectors - MaxZero,MaxZero,PH230100041116,
1785,MED,PS,PS Safety,Component,Ultrasafe,Plus Passive Plunger Rod Color,PH210330041192,
1786,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Emerald Saf-T-Combos,Low Cost Syr w/SND,PH210230041159,
1787,MED,MDS,IV Access,IVA SmartSite,IVA Connectors - SmartSite,SmartSite,PH230100041122,
1788,MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,SoloShot Syringes,Soloshot Syr,PH210230041140,
1789,MED,PS,Prefillable Systems,Glass Container,Hypak legacy - Biotech,SCF Needle,PH210310041092,
1790,MED,MDS,Vascular Care,Flush Devices -Conventional,Saline Flush Device Shorten PR,Posiflush - Colubmbus - US,PH210210041439,
1791,MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,SoloShot Mini Syringes,Soloshot MINI LX,PH210230041134,
1792,MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Advanced Non-ARD,General,PH230100041196,
1793,MED,MDS,Vascular Care,Disinfecting Technologies,Bard Site Scrubs,Site Scrub,PH210210041443,
1794,MED,MDS,Hypodermic Products,Safety Hypodermic Products,TNT SafetyGlide Syr with Needle,ALLERGY,PH210230041192,
1795,MED,MDS,Vascular Care,Flush Devices -Conventional,Saline Flush Devices XS,Posiflush SF - Columbus - US,PH210210041436,
1796,MED,MDS,ISD OEM,IVA OEM,IVA OEM Connectors,VersaSafe,PH230100041173,
1797,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Intima II Safety Catheter,Intima II Safety,PH210400041241,
1798,MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,SoloShot Syringes,Soloshot IX,PH210230041137,
1799,MED,MDS,Vascular Prep,Skin Prep,ChloraPrep 3mL,"CHP-IPA, Tint Orange",PH230205241459,
1800,MED,MDS,Vascular Care,Disinfecting Technologies,Female Disinfecting Caps,Disinfectant Caps,PH210210041408,
1801,MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,SoloMed without SND,SoloMed 2pc w/oShld,PH210230041129,
1802,MED,MDS,Vascular Care,Flush Devices -Conventional,HeparinLockFlushDevices-Terminal Sterile,Hep. Lock 10u - Columbus - US,PH210210041420,
1803,MED,MDS,Vascular Care,Flush Devices -Conventional,HeparinLockFlushDevices-Terminal Sterile,Hep. Lock 100u - Colubmus - US,PH210210041419,
1804,MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,Bulk Luer,PH210310041074,
1805,MED,MDS,IV Access,IVA MaxZero,IVA Extension Sets - MaxZero,MaxZero,PH230100041126,
1806,MED,MDS,ISD OEM,IVA OEM,IVA OEM Connectors,SmartSite,PH230100041090,
1807,MED,PS,Prefillable Systems,Glass Container,Hypak for Acute,Bulk Luer,PH210310041069,
1808,MED,PS,PS Safety,Device,Ultrasafe,Passive device Color,PH210330041202,
1809,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,AngioCath - PlastiCath,Angiocath,PH210400041203,
1810,MED,MDS,Hypodermic Products,Safety Hypodermic Products,SafetyGlide - NEEDLES ONLY,LARGE BORE NEEDLE,PH210230041189,
1811,MED,PS,Prefillable Systems,Glass Container,Hypak legacy - Biotech,Bulk Needle,PH210310041093,
1812,MED,MDS,IV Access,IVA Connectors - Other,IVA Connectors - PRN Luer-Lok,PRN Luer-Lok,PH230100041119,
1813,MED,MDS,IV Access,IVA MaxPlus,IVA Extension Sets - MaxPlus,MaxPlus Clear,PH230100041124,
