SEG,BU,Platform,Product Category,Product Line,Product Set ,Set ID,"Exemplar Product 
(Use)",,,
LS,IDS,Lab Specimen Management,Urine,Cup Kits,Cup Kits - Adjustment,PH210900141116,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,Custom - CTT CM - PC Adjustment,PH220050041054,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - OC Customs,Custom - OC Customs - PC Adjustment,PH220050041055,,,"BU confirms, accounting term",
LS,BDB,Cytognos,Cytognos - PC Adjustment,Cytognos - PC Adjustment,Cytognos - PC Adjustment,PH220055041000,,,"BU confirms, accounting term",
LS,BDB,Cytognos,Cytognos Software,Cytognos Infinicyt,Cytognos Infinicyt PC Adj,PH220055041033,,,"BU confirms, accounting term",
LS,BDB,Cytognos,Cytognos Reagents,Cytognos MRD,Cytognos MRD PC Adj,PH220055041030,,,"BU confirms, accounting term",
LS,BDB,Cytognos,Cytognos Reagents,Cytognos Other Reagents,Cytognos Other Reagents PC Adj,PH220055041031,,,"BU confirms, accounting term",
LS,IDS,Microbiology,Industrial Microbiology,DCM,DCM Adjustment,PH211100441333,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Coagulation,GT Citrate,GT Citrate,PH210900141028,,,,Hypak for Vaccine
LS,IDS,Diagnostic Systems Other,Diagnostic Systems Other,Diagnostic Systems Other,Diagnostic Systems Other Adjustment,PH221100541355,,,"BU confirms, accounting term",
LS,BDB,Cell Analysis Direct Non-Allocated,DO NOT USE - BDB Placeholder for data entry error,DO NOT USE - BDB Placeholder for data entry error,DO NOT USE - BDB Placeholder for data entry error,PH220060041035,,,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Needles,Eclipse Signal Needle,Eclipse Signal Needle - Adjustment,PH210900441240,,,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Needles,Eclipse Signal Needle Pre-Attached,Eclipse Signal Needle Pre-Attached - Adjustment,PH210900441241,,,"BU confirms, accounting term",
LS,IDS,Informatics,Informatics,Epicenter,Epicenter Service,PH211100641001,,,BU cannot confirm volume,SOFTWARE
LS,BDB,Research Instruments,FACSAria,FACSAria Fusion Instrument,FACSAria Fusion Instrument Adjustment,PH220070041014,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSAria,FACSAria Instrument,FACSAria Instrument Adjustment,PH220070041013,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options - PC Adjustment,PH220070041033,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,FACSCanto,FACSCanto Options,FACSCanto Options - PC Adjustment,PH220020041203,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSCelesta,FACSCelesta HTS,FACSCelesta HTS - PC Adjustment,PH220070041032,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSCelesta,FACSCelesta Options,FACSCelesta Options - PC Adjustment,PH220070041031,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Closed System HIV,FACSCount,FACSCount - PC Adjustment,PH220050041056,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,FACSCount,FACSCount Options,FACSCount Options - PC Adjustment,PH220020041204,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,FACSDuet,FACSDuet Options,FACSDuet Options - PC Adjustment,PH220020041205,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSJazz,FACSJazz Options,FACSJazz Options - PC Adjustment,PH220070041030,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,FACSLyric,FACSLyric Instrument,FACSLyric Instrument Adjustment,PH220020041154,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,FACSLyric,FACSLyric Loader,FACSLyric Loader - PC Adjustment,PH220020041206,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,FACSLyric,FACSLyric Options,FACSLyric Options - PC Adjustment,PH220020041207,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSMelody,FACSMelody Options,FACSMelody Options - PC Adjustment,PH220070041029,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Closed System HIV,FACSPresto,FACSPresto - PC Adjustment,PH220050041057,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,FACSPresto,FACSPresto Instrument,FACSPresto Instrument - PC Adjustment,PH220020041208,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSVerse,FACSVerse Instrument,FACSVerse Instrument - PC Adjustment,PH220070041028,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSVerse,FACSVerse Options,FACSVerse Options - PC Adjustment,PH220070041027,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,FACSVia,FACSVia Options,FACSVia Options - PC Adjustment,PH220020041210,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,FACSVia,FACSVia Sampler,FACSVia Sampler - PC Adjustment,PH220020041211,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony Other Options and Upgrades,FACSymphony Other Options and Upgrades - PC Adjustment,PH220070041026,,,"BU confirms, accounting term",
LS,BDB,FlowJo,FlowJo - PC Adjustment,FlowJo - PC Adjustment,FlowJo - PC Adjustment,PH220090041006,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Fluids/QC Reagents,Fluids/QC Reagents,Fluids/QC Reagents - PC Adjustment,PH220050041058,,,"BU confirms, accounting term",
LS,IDS,Cancer,Cytology,FocalPoint Instr - Sale,FocalPoint GS Instr - Sale Adjustment,PH211800041018,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Coagulation,GT Citrate,GT Citrate - Adjustment,PH210900141029,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Hematology,GT EDTA,GT EDTA - Adjustment,PH210900141032,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,GT Glucose,GT Glucose - Adjustment,PH210900141035,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,GT Heparin,GT Heparin - Adjustment,PH210900141036,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Other,GT Other Glass Tubes,GT Other Glass Tubes - Adjustment,PH210900141045,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,GT Serum,GT Serum - Adjustment,PH210900141053,,,"BU confirms, accounting term",
LS,BDB,Advanced Bioprocessing,HFM Tie Out (AB),HFM Tie Out (AB),HFM Tie Out (AB),PH211100741011,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,HFM Tie Out (C Inst),HFM Tie Out (C Inst),HFM Tie Out (C Inst),PH220020041151,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,HFM Tie Out (C Rgts),HFM Tie Out (C Rgts),HFM Tie Out (C Rgt),PH220020041152,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,HFM Tie Out (R Inst),HFM Tie Out (R Inst),HFM Tie Out (R Inst),PH220070041057,,,"BU confirms, accounting term",
LS,BDB,Service,HFM Tie Out (Service),Service Misc,HFM Tie Out (Service),PH220030041015,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System HIV,Single Color Open System HIV,HIV - Adjustment,PH220020041161,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System Transplant,HLA-B27,HLA-B27 - PC Adjustment,PH220050041059,,,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX Instr - Plcmt,MAX6 Ind Instr Plmt,PH211100141122,,,,Pyxis
LS,IDS,Microbiology,ID/AST,ID/AST Fees/Incentives,ID/AST Fees/Incentives,PH211100441377,,,"BU confirms, accounting term",
LS,IDS,Lab Automation,Lab Automation,IdentifA - Plcmt,IdentifA SA - Plcmt,PH211146041028,,,neg. rev & vol.,
LS,IDS,DS Direct Non-Allocated,DO NOT USE - DS Placeholder for data entry error,IDS Unknown Products,IDS Unknown Products,IDS_UNKNOWN_PRODUCT_PS,,,"BU confirms, accounting term",
LS,IDS,Lab Automation,Lab Automation,Lab Automation Software,Imaging Software,PH211146041021,,,BU cannot confirm volume,SOFTWARE
LS,IDS,Microbiology,Other Microbiology,All Other Microbiology,Immuno Micro Adj/Expenses,PH211100441310,,,"BU confirms, accounting term",
LS,IDS,Microbiology,Industrial Microbiology,Industrial Microbiology NP,Indus Micro Adj/Exp,PH211100441353,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,INFLUX,Influx,Influx - PC Adjustment,PH220070041025,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,INFLUX,Influx Options,Influx Options - PC Adjustment,PH220070041024,,,"BU confirms, accounting term",
LS,IDS,Informatics,Informatics,Other Informatics,Informatics Adjustment,PH211100441297,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Urine,Kit Complete,Kit Complete - Adjustment,PH210900141121,,,"BU confirms, accounting term",
LS,IDS,Microbiology,Other Core Micro,Lab Reagents,Lab Reagents Adjustment,PH211100441196,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System Transplant,Leucocount,Leucocount - PC Adjustment,PH220050041060,,,"BU confirms, accounting term",
LS,IDS,Cancer,Cytology,SurePath LBC Reagents,Liquid Based Cytology Other Adjustment,PH211800041027,,,"BU confirms, accounting term",
LS,IDS,Cancer,Cytology,SurePath LBC Reagents,Liquid Based Cytology Reagents Adjustment,PH211800041022,,,"BU confirms, accounting term",
LS,IDS,Microbiology,Industrial Microbiology,Liquid Media - Industrial,Liquid Media - Industrial Adjustment,PH211100441322,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa Options,LSR/Fortessa Options - PC Adjustment,PH220070041023,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,Lyse Wash Assistant,LWA,LWA - PC Adjustment,PH220020041212,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,Lyse Wash Assistant,LWA Options,LWA Options - PC Adjustment,PH220020041213,,,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX Enteric,MAX Enteric - Adjustment,PH211100141108,,,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX GBS,MAX GBS - Adjustment,PH211100141119,,,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX MRSA,MAX MRSA - Adjustment,PH211100141094,,,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX Other Consumables,MAX Other Consumables - Adjustment,PH211100141101,,,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX Respiratory,MAX Respiratory - Adjustment,PH211100141099,,,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,BD MAX,MAX SARS-CoV,MAX SARS-CoV - Adjustment,PH211100141168,,,"BU confirms, accounting term",
LS,IDS,Microbiology,Microbiology - PC Adjustment,Microbiology - PC Adjustment,Microbiology - PC Adjustment,PH211100441379,,,"BU confirms, accounting term",
LS,IDS,Microbiology,Industrial Microbiology,MicroCount Instruments,MicroCount Instruments Adjustment,PH211100441349,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System Immune Monitoring,TriTest/Simultest Immune Monitoring,Open System Tri/Simul Test Immune Monitoring - TriTest,PH220050041046,,,,BACTEC FX vials
LS,IDS,Microbiology,Industrial Microbiology,MicroCount Reagents,MicroCount Reagents Adjustment,PH211100441352,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Microtainer/Lancets,Microtainer Map,Microtainer Map - Adjustment,PH210900141005,,,"BU confirms, accounting term",
LS,IDS,Microbiology,ID/AST,Misc ID and AST,Misc Hardware,PH211100441272,,,"BU confirms, accounting term",
LS,IDS,Microbiology,ID/AST,Misc ID and AST,Misc ID and AST Adjustment,PH211100441280,,,"BU confirms, accounting term",
LS,IDS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,Misc Industrial Microbiology Adjustment,PH211100441346,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,CBP,Molecular CPT,Molecular CPT - Adjustment,PH210900241127,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,CBP,Molecular PPT,Molecular PPT - Adjustment,PH210900241129,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSDiscover S8,FACSDiscover S8 Instrument,Mosaic Instrument - Sorter - PC Adjustment,PH220070041021,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,FACSDiscover S8,FACSDiscover S8 Options,Mosaic Options - Sorter - PC Adjustment,PH220070041020,,,"BU confirms, accounting term",
LS,IDS,Cancer,Cytology,MultiProcessor Instr - Sale,MultiProcessor Instr - Sale Adjustment,PH211800041003,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System HIV,Multitest HIV,Multitest HIV - PC Adjustment,PH220050041061,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System Immune Monitoring,Multitest Immune Monitoring,Multitest Immune Monitoring - PC Adjustment,PH220050041062,,,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Needles,Needles Flashback,Needles Flashback - Adjustment,PH210900441244,,,"BU confirms, accounting term",
LS,IDS,Specimen Management Other,Specimen Management Other,Non Product SM,Non Product SM - Adjustment,PH210900341197,,,"BU confirms, accounting term",
LS,BDB,Research Reagents,Research Core Non-Sirigen,Non Sirigen - Cell Signal Cancer (Flow Cytometry),Non Sirigen - Cell Signal Cancer (Flow Cytometry) - PC Adjus,PH220080041098,,,"BU confirms, accounting term",
LS,IDS,Cancer,Cytology,Non-GYN,Non-GYN Adjustment,PH211800041034,,,"BU confirms, accounting term",
LS,BDB,Research Reagents,Custom Research Reagents,Non-Sirigen - High Parameter,Non-Sirigen - High Parameter - PC Adjustment,PH220080041103,,,"BU confirms, accounting term",
LS,BDB,Research Reagents,Research Core Non-Sirigen,Non-Sirigen - OptiBuild,Non-Sirigen - OptiBuild - PC Adjustment,PH220080041073,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Other Lab Specimen Management,Other ASM,Other ASM - Adjustment,PH210900141016,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical) - PC Adjustment,PH220020041214,,,"BU confirms, accounting term",
LS,IDS,Specimen Acquisition,Needles,Other Needles,Other Needles - Adjustment,PH210900441250,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Other Reagents,Other Reagents,Other Reagents - PC Adjustment,PH220050041063,,,"BU confirms, accounting term",
LS,BDB,Service,Other Services,Other Services,Other Services - PC Adjustment,PH220030041010,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Other,Other Tubes & Kits,Other Tubes & Kits,PH210900141019,,,,
LS,IDS,Lab Specimen Management,Tubes - Other,Other Tubes & Kits,Other Tubes & Kits - Adjustment,PH210900141020,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,CBP,P100,P100 - Adjustment,PH210900241145,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,CBP,P800,P800 - Adjustment,PH210900241154,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,PAXgene,PAX Blood DNA,PAX Blood DNA - Adjustment,PH210900241133,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,PAXgene,PAX Blood RNA,PAX Blood RNA - Adjustment,PH210900241135,,,"BU confirms, accounting term",
LS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),PC_10765-SJ Rgt Royalty Inc,PH220020041169,,,BU cannot confirm volume,
LS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),PC_10770-Instr-Instru Adj/Exp,PH220020041169,,,BU cannot confirm volume,
LS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),PC_10775-Instr-RgtRental Inst,PH220020041169,,,neg. rev & vol.,
LS,BDB,Research Instruments,Accuri,Accuri Options,PC_10831-Instr-Accuri Spares,PH220070041036,,,BU cannot confirm volume,
LS,BDB,Research Instruments,Accuri,Accuri Options,PC_10833-Instr-Accuri Com&Sft,PH220070041036,,,neg. rev & vol.,
LS,BDB,Research Instruments,Accuri,Accuri Options,PC_10963-Accuri Instrument,PH220070041036,,,neg. rev & vol.,
LS,BDB,Clinical Instruments,FACSVia,FACSVia Options,PC_11119-FACSVia Instrument,PH220020041145,,,BU cannot confirm volume,
LS,BDB,Research Instruments,Accuri,Accuri Options,PC_EMU-Accuri Spares,PH220070041036,,,BU cannot confirm volume,
LS,IDS,Microbiology,Clinical Media,Plated Media - Clinical,Plated Media - Clinical Adjustment,PH211100441168,,,"BU confirms, accounting term",
LS,IDS,Microbiology,Industrial Microbiology,Plated Media - Industrial,Plated Media - Industrial Adjustment,PH211100441317,,,"BU confirms, accounting term",
LS,IDS,Point of Care,Point of Care,Base Point of Care NP,POC SD/China Adj/Exp,PH211100341129,,,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,ProbeTec Viper Instr - Sale,ProbeTec Viper Instr - Sale - Adjustment,PH211100141058,,,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,ProbeTec Viper Reagents,ProbeTec Viper Reagents - Adjustment,PH211100141065,,,"BU confirms, accounting term",
LS,BDB,Clinical Reagents,Open System Controls,Process Controls,Process Controls - PC Adjustment,PH220050041064,,,"BU confirms, accounting term",
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,ProbeTec Viper Instr - Plcmt,ProbeTecET Inst - Placements,PH211100141078,,,,Pyxis
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,ProbeTec Viper Instr - Sale,ProbeTecET Inst - Sales,PH211100141055,,,,Pyxis
LS,IDS,Molecular Diagnostics,ProbeTec/Viper,Sample Processing/Collection,ProbeTecET Sample Prep/Collection,PH211100141068,,,,BACTEC FX vials
LS,IDS,Lab Specimen Management,Informatics & Services,ProTube Other,ProTube Service,PH210900141128,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Coagulation,PT Citrate,PT Citrate - Adjustment,PH210900141073,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Hematology,PT EDTA,PT EDTA - Adjustment,PH210900141076,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Glucose,PT Glucose - Adjustment,PH210900141080,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Heparin,PT Heparin - Adjustment,PH210900141084,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Other,PT Other Plastic Tubes,PT Other Plastic Tubes - Adjustment,PH210900141087,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT PST,PT PST - Adjustment,PH210900141093,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Glucose,PT Glucose,PH210900141079,,,,Vacutainer tubes
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Rapid Serum Tube,PT Rapid Serum Tube - Adjustment,PH210900141094,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT Serum,PT Serum - Adjustment,PH210900141098,,,"BU confirms, accounting term",
LS,IDS,Lab Specimen Management,Tubes - Chemistry,PT SST,PT SST - Adjustment,PH210900141101,,,"BU confirms, accounting term",
LS,BDB,Service,Technical Support Service,Reagent Rentals Alloc,Reagent Rentals Alloc,PH220030041023,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,Other Instrument Revenue (Research),Research Instrument Royalties,Research Instrument Royalties,PH220070041114,,,"BU confirms, accounting term",
LS,BDB,Research Instruments,Research Instruments - PC Adjustment,Research Instruments - PC Adjustment,Research Instruments - PC Adjustment,PH220070041000,,,"BU confirms, accounting term",
LS,IDS,Lab Automation,Lab Automation,ReadA - Plcmt,ReadA SA - Plcmt,PH211146041035,,,,ROWA Vmax 160
LS,BDB,Research Reagents,Research Reagents - PC Adjustment,Research Reagents - PC Adjustment,Research Reagents - PC Adjustment,PH220080041000,,,"BU confirms, accounting term",
LS,BDB,Service,Services - Genomics,Research Service,Research Service - Gencell,PH220030041020,,,"BU confirms, accounting term",
