SEG,BU,Platform,Product Category,Product Line,Product Set ,Set ID, Act Rev , Act Units ,COMMENTS,"Exemplar Product 
(Use)"
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - SYRINGE ONLY,3ml Syringe Only,PH210230041010," $3,392,295 "," 153,881,400 ",,Plastipak
MED,PS,PS Safety,Component,Preventis,Bulk Plunger Rod,PH210330041159," $1,490,099 "," 151,794,010 ",,Safety wingset
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Insyte Autoguard,IAG,PH210400041238," $173,260,795 "," 150,601,259 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,Autoguard w/ Blood Control,IAGBC,PH210400041231," $194,091,675 "," 150,519,576 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,IV Pump Delivery,Alaris System LVP Sets,Primary Admin,PH230600141135," $530,204,677 "," 146,578,690 ",,Safety LOK (Safety Wingset)
MED,PS,PS Safety,Device,Preventis,Preventis device,PH210330041165," $25,627,926 "," 144,436,971 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - SYRINGES ONLY,10ml Syringes Only,PH210230041079," $6,495,359 "," 136,432,760 ",,Plastipak
MED,PS,Prefillable Systems,Glass Container,Hypak legacy - Biotech,SCF Needle RNS,PH210310041141," $79,230,228 "," 135,199,319 ",,Hypak for Vaccine
MED,PS,Prefillable Systems,Glass Container,Hypak for Antico,SCF Needle,PH210310041082," $31,509,086 "," 132,106,880 ",,Hypak for Vaccine
MED,MDS,Hypodermic Products,Safety Hypodermic Products,SafetyGlide - NEEDLES ONLY,SafetyGlide Needles,PH210230041191," $25,957,464 "," 122,351,589 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,Cust Spec Syr w/Ndl,PH210230041027," $9,178,293 "," 116,867,966 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - COMBOS,2ml Syringe with Ndl,PH210230041002," $3,968,843 "," 113,891,716 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - COMBOS,5ml Syringes w/Ndl,PH210230041076," $4,338,551 "," 105,521,830 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - SYRINGES ONLY,5ml Syringes Only,PH210230041082," $3,675,989 "," 100,951,777 ",,Plastipak
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Blunt Fill Needle / Combo,SYR W BFN LARGE BORE,PH210230041146," $12,678,273 "," 96,593,000 ",,Safety LOK (Safety Wingset)
MED,PS,PS Safety,Device,Ultrasafe,Passive device Clear,PH210330041201," $29,951,544 "," 94,647,462 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Pharmacy Devices,Pharmacy Tip Cap Trays,PH210230041105," $6,509,306 "," 93,090,142 ",,Plastipak
MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,SCF Needle,PH210310041072," $24,304,620 "," 89,301,601 ",,Hypak for Vaccine
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - COMBOS,2ml Syringes w/Ndl,PH210230041074," $3,256,034 "," 88,593,677 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - SYRINGE ONLY,20ml Syringe,PH210230041008," $5,106,711 "," 86,094,080 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - SYRINGES ONLY,2ml Syringes Only,PH210230041080," $2,497,157 "," 85,624,305 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Large - SYRINGE ONLY,20cc Syringes - Hypodermic,PH210230041039," $11,087,368 "," 78,976,307 ",,Plastipak
MED,MDS,IV Access,IVA Accessories,IVA Accessories - Other Accessories,Other Accessories,PH230100041105," $2,977,452 "," 76,852,545 ",,Vacutainer tubes
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Venflon Pro Safety,Venflon Pro Safety,PH210400041251," $47,466,021 "," 75,869,846 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,SCF Needle RNS,PH210310041138," $25,202,690 "," 75,653,800 ",,Hypak for Vaccine
MED,PS,Prefillable Systems,Glass Container,Hypak for Acute,SCF Luer,PH210310041070," $56,493,093 "," 75,393,646 ",,Hypak for Antico
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Blunt Fill Needle / Combo,BFN FILTER LARGEBORE,PH210230041142," $18,916,102 "," 75,060,441 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Glass Container,Effivax,SCF Luer PRTC,PH210310041127," $27,141,570 "," 74,940,500 ",,Hypak for Antico
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Pharmacy Devices,ORAL MEDICATION,PH210230041101," $12,830,280 "," 74,257,495 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,3CC W/NEEDLE MEX,PH210230041022," $6,348,225 "," 73,399,985 ",,Plastipak
MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,SCF Luer EZGTC,PH210310041136," $26,538,670 "," 72,149,701 ",,Hypak for Vaccine
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - COMBOS,5ml Syringe with Ndl,PH210230041004," $2,762,366 "," 72,134,400 ",,Plastipak
MED,PS,Prefillable Systems,Glass Container,Neopak,SCF Needle RNS,PH210310041146," $102,798,763 "," 71,921,221 ",,Neopak
MED,MDS,IV Access,IVA Accessories,IVA Accessories - Connecta,Connecta,PH230100041106," $24,836,344 "," 71,802,646 ",,Vacutainer tubes
MED,PS,SAIS,Device,Autoinjector Physioject,1ml,PH210320041136," $92,149,708 "," 70,578,048 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Eclipse - NEEDLES ONLY,LARGE BORE NEEDLE,PH210230041155," $6,836,188 "," 66,240,408 ",,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Basic,General,PH230100041198," $16,623,093 "," 66,000,346 ",,Vacutainer tubes
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Conventional Needles,Customer Special Ndl,PH210230041064," $5,666,349 "," 65,922,900 ",,Plastipak
MED,PS,Prefillable Systems,Glass Container,Hypak for Antico,Bulk Needle,PH210310041083," $6,558,517 "," 65,598,980 ",,Hypak for Antico
MED,MDS,Vascular Prep,Skin Prep,ChloraPrep FREPP,Frepp 1.5 ml,PH230205241461," $29,711,975 "," 65,248,271 ",,ChloraPrep
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - COMBOS,10ml Syringes w/Ndl,PH210230041073," $4,009,345 "," 64,994,499 ",,Plastipak
MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,SoloShot Mini Syringes,Soloshot MINI IX,PH210230041133," $3,586,856 "," 64,156,140 ",,Plastipak
MED,MDS,Vascular Care,Flush Devices -Conventional,Saline Flush Devices XS,BD Posiflush XS - Drogheda,PH210210041434," $31,683,380 "," 63,571,995 ",,Plastipak
MED,MDS,Vascular Prep,Skin Prep,ChloraPrep 3mL,"CHP-IPA, No Tint",PH230205241458," $50,543,125 "," 59,685,912 ",,ChloraPrep
MED,PS,PS Safety,Component,Ultrasafe,Passive Plunger Rod Color,PH210330041184," $6,079,714 "," 59,326,610 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - COMBOS,10ml Syringe w/Ndl,PH210230041000," $3,879,296 "," 58,363,100 ",,Plastipak
MED,MDS,Vascular Prep,Skin Prep,ChloraPrep Single Swabstick,Single Swabstick 1.75 ml,PH230205241466," $18,704,634 "," 56,774,706 ",,ChloraPrep
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,5cc Syringes Only- Hypodermic,PH210230041045," $2,771,047 "," 54,667,489 ",,Plastipak
MED,MDS,IV Access,IVA Interlink,IVA Accessories - Interlink,Syringe with Cannula,PH230100041104," $13,491,926 "," 54,392,301 ",,Vacutainer tubes
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Eclipse - NEEDLES ONLY,Eclipse - NEEDLES ONLY,PH210230041153," $8,097,849 "," 53,899,200 ",,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA Q-Syte,IVA Connectors - Q-Syte,Q-Syte,PH230100041120," $46,558,225 "," 53,638,818 ",,Vacutainer tubes
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Allergy Syringe,Syringe with Needle,PH210230041052," $6,583,022 "," 52,287,500 ",,Plastipak
MED,PS,PS Safety,Component,Ultrasafe,Passive Plunger Rod Clear,PH210330041183," $2,768,533 "," 50,718,114 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,3cc Syringes Only - Hypodermic,PH210230041043," $1,998,439 "," 50,596,811 ",,Plastipak
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Intima II Catheters,INTIMA II,PH210400041213," $48,463,551 "," 47,447,800 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Stopper,Stopper Low Tier,Bulk Stopper,PH210310041105," $2,222,650 "," 44,584,384 ",,Vacutainer tubes
MED,PS,Prefillable Systems,Plastic Container,Uniject,SCF Needle,PH210310041035," $9,226,937 "," 43,935,135 ",,Vacutainer tubes
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,AngioCath - PlastiCath,Angiocath Plus,PH210400041205," $8,109,131 "," 42,306,421 ",,Safety LOK (Safety Wingset)
MED,PS,PS Safety,Device,Ultrasafe,Plus Passive Device clear,PH210330041204," $27,306,755 "," 40,907,700 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,SCF Luer,PH210310041075," $10,598,934 "," 40,833,400 ",,Veritor assays
MED,PS,Prefillable Systems,Stopper,Stopper High Tier,TSCF/TCF Visio,PH210310041151," $12,130,805 "," 40,564,000 ",,Vacutainer tubes
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Insyte Catheters,Insyte,PH210400041209," $19,463,516 "," 38,587,249 ",,Safety LOK (Safety Wingset)
MED,PS,SAIS,Device,Pen Vystra,Body Subassembly,PH210320041137," $46,190,145 "," 38,515,504 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Component,PFS Other,Bulk Tip Cap,PH210310041042," $3,745,092 "," 38,094,554 ",,Vacutainer tubes
MED,PS,SAIS,Device,Pen Vystra,Cartridge Holder,PH210320041138," $8,200,535 "," 38,082,240 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Eclipse - COMBOS,3 ml,PH210230041149," $6,858,305 "," 35,764,734 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,5CC W/NEEDLE MEX,PH210230041025," $4,474,023 "," 35,516,036 ",,Plastipak
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia - Spinal Needles,Sterile Disp Quincke,PH210700041306," $56,907,554 "," 35,083,723 ",,Safety LOK (Safety Wingset)
MED,PS,SAIS,Device,Pen Vystra,Cap,PH210320041139," $7,804,359 "," 35,028,000 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Stopper,Stopper Mid Tier,Bulk Stopper,PH210310041109," $3,231,168 "," 34,908,082 ",,Vacutainer tubes
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,Nexiva,Nexiva Single Port,PH210400041246," $116,913,800 "," 33,853,672 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,10CC W/NEEDLE MEX.,PH210230041015," $5,115,993 "," 32,515,080 ",,Plastipak
MED,MDS,Hypodermic Products,HCW Safety & Reuse Prevention Hypo Prod,SoloMed with SND,SoloMed 3pc w/Shield,PH210230041113," $5,260,872 "," 32,064,087 ",,Plastipak
MED,MDS,Hypodermic Products,Safety Hypodermic Products,TNT SafetyGlide Syr with Needle,TB,PH210230041194," $9,106,530 "," 31,728,300 ",,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Secondary Sets,GSD Secondary Sets - Basic,General,PH230100041207," $23,117,515 "," 31,527,138 ",,Vacutainer tubes
MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,Emerald PRO-Combos,Low Cost RUP Syringe,PH210230041121," $1,591,604 "," 30,450,600 ",,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,3cc Needle on Side,PH210230041020," $1,532,567 "," 30,397,142 ",,Plastipak
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,Nexiva,Nexiva Dual Port,PH210400041245," $115,024,970 "," 29,383,223 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Component,PFS Other,Bulk RNS,PH210310041046," $2,232,477 "," 28,585,650 ",,Vacutainer tubes
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Venflon 2,Venflon I,PH210400041188," $11,023,839 "," 28,234,200 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Venflon 2,Venflon,PH210400041225," $8,059,316 "," 28,140,250 ",,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA MaxZero,IVA Connectors - MaxZero,MaxZero,PH230100041116," $28,815,133 "," 28,128,669 ",,Hypak for Antico
MED,PS,PS Safety,Component,Ultrasafe,Plus Passive Plunger Rod Color,PH210330041192," $4,172,469 "," 27,420,895 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Emerald Saf-T-Combos,Low Cost Syr w/SND,PH210230041159," $2,083,601 "," 27,117,652 ",,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA SmartSite,IVA Connectors - SmartSite,SmartSite,PH230100041122," $18,540,419 "," 26,747,147 ",,Vacutainer tubes
MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,SoloShot Syringes,Soloshot Syr,PH210230041140, $(12)," 26,271,200 ",,Plastipak
MED,PS,Prefillable Systems,Glass Container,Hypak legacy - Biotech,SCF Needle,PH210310041092," $14,373,159 "," 25,192,828 ",,Hypak for Vaccine
MED,MDS,Vascular Care,Flush Devices -Conventional,Saline Flush Device Shorten PR,Posiflush - Colubmbus - US,PH210210041439," $8,655,884 "," 24,654,660 ",,Plastipak
MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,SoloShot Mini Syringes,Soloshot MINI LX,PH210230041134," $1,110,048 "," 24,561,500 ",,Plastipak
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Advanced Non-ARD,General,PH230100041196," $31,457,936 "," 24,362,039 ",,Vacutainer tubes
MED,MDS,Vascular Care,Disinfecting Technologies,Bard Site Scrubs,Site Scrub,PH210210041443," $5,440,070 "," 24,331,775 ",,ChloraPrep
MED,MDS,Hypodermic Products,Safety Hypodermic Products,TNT SafetyGlide Syr with Needle,ALLERGY,PH210230041192," $8,093,295 "," 24,324,550 ",,Safety LOK (Safety Wingset)
MED,MDS,Vascular Care,Flush Devices -Conventional,Saline Flush Devices XS,Posiflush SF - Columbus - US,PH210210041436," $15,426,608 "," 24,276,030 ",,Plastipak
MED,MDS,ISD OEM,IVA OEM,IVA OEM Connectors,VersaSafe,PH230100041173," $1,455,217 "," 23,180,000 ",,Vacutainer tubes
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Intima II Safety Catheter,Intima II Safety,PH210400041241," $65,909,149 "," 22,878,800 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,SoloShot Syringes,Soloshot IX,PH210230041137," $1,486,004 "," 21,670,850 ",,Plastipak
MED,MDS,Vascular Prep,Skin Prep,ChloraPrep 3mL,"CHP-IPA, Tint Orange",PH230205241459," $21,126,874 "," 21,491,165 ",,ChloraPrep
MED,MDS,Vascular Care,Disinfecting Technologies,Female Disinfecting Caps,Disinfectant Caps,PH210210041408," $4,059,832 "," 20,995,200 ",,ChloraPrep
MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,SoloMed without SND,SoloMed 2pc w/oShld,PH210230041129," $1,088,933 "," 20,568,900 ",,Plastipak
MED,MDS,Vascular Care,Flush Devices -Conventional,HeparinLockFlushDevices-Terminal Sterile,Hep. Lock 10u - Columbus - US,PH210210041420," $8,214,702 "," 20,428,538 ",,Plastipak
MED,MDS,Vascular Care,Flush Devices -Conventional,HeparinLockFlushDevices-Terminal Sterile,Hep. Lock 100u - Colubmus - US,PH210210041419," $9,154,116 "," 19,553,553 ",,Plastipak
MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,Bulk Luer,PH210310041074," $8,608,311 "," 19,093,120 ",,Veritor assays
MED,MDS,IV Access,IVA MaxZero,IVA Extension Sets - MaxZero,MaxZero,PH230100041126," $30,564,534 "," 19,037,555 ",,Hypak for Antico
MED,MDS,ISD OEM,IVA OEM,IVA OEM Connectors,SmartSite,PH230100041090," $4,871,728 "," 18,340,600 ",,Vacutainer tubes
MED,PS,Prefillable Systems,Glass Container,Hypak for Acute,Bulk Luer,PH210310041069," $8,879,844 "," 18,246,318 ",,Veritor assays
MED,PS,PS Safety,Device,Ultrasafe,Passive device Color,PH210330041202," $6,478,644 "," 17,966,268 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,AngioCath - PlastiCath,Angiocath,PH210400041203," $10,712,525 "," 17,885,325 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Safety Hypodermic Products,SafetyGlide - NEEDLES ONLY,LARGE BORE NEEDLE,PH210230041189," $3,719,568 "," 17,690,900 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Glass Container,Hypak legacy - Biotech,Bulk Needle,PH210310041093," $5,181,302 "," 16,701,820 ",,Hypak for Vaccine
MED,MDS,IV Access,IVA Connectors - Other,IVA Connectors - PRN Luer-Lok,PRN Luer-Lok,PH230100041119," $5,538,629 "," 16,236,354 ",,Vacutainer tubes
MED,MDS,IV Access,IVA MaxPlus,IVA Extension Sets - MaxPlus,MaxPlus Clear,PH230100041124," $24,775,142 "," 16,228,897 ",,Vacutainer tubes
MED,PS,PS Safety,Component,Ultrasafe,Plus Passive Plunger Rod White,PH210330041194," $3,264,456 "," 15,687,533 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - COMBOS,20ml Syringe with Ndl,PH210230041001," $1,446,246 "," 15,320,880 ",,Plastipak
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,Diffusics,Single Port,PH210400041235," $67,408,933 "," 14,906,973 ",,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA SmartSite,IVA Extension Sets - SmartSite,SmartSite,PH230100041131," $22,621,899 "," 14,605,454 ",,Vacutainer tubes
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Winged Needle Sets,Winged Needle Sets,PH210400041202," $3,354,797 "," 14,491,731 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Glass Container,Accuspray,SCF Luer,PH210310041090," $8,443,336 "," 13,974,240 ",,Veritor assays
MED,MDS,ISD OEM,GSD OEM,GSD OEM Private Label,Private Label,PH230100041089," $15,418,623 "," 13,909,060 ",,Neopak
MED,PS,Prefillable Systems,Component,Accuspray,Dose Divider,PH210310041057," $659,178 "," 13,780,000 ",,Hypak for Antico
MED,PS,Prefillable Systems,Needle,Hypoint,Needle,PH210310041033," $1,935,678 "," 13,589,000 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Glass Container,Hypak for Acute,SCF Needle RNS,PH210310041130," $6,723,131 "," 13,294,380 ",,Hypak for Vaccine
MED,PS,SAIS,Others,Other Pharma,Pen Needle,PH210320041121," $569,298 "," 13,142,200 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Glass Container,Hylok,SCF Luer,PH210310041103," $16,172,427 "," 13,037,539 ",,Hypak for Antico
