,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 11 (USE)
43804,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041062,RB705 OptiBuild,PH220080051201,Human RB705 OptiBuild,757937,Hu PI-16 RB705 CRCBT-02-001 50ug,757937-Hu PI-16 RB705 CRCBT-02-001 50ug,BDB-757937,$452 ,1,,
43805,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041123,RB545 OptiBuild,PH220080051327,Human RB545 OptiBuild,756339,Hu CD49a RB545 SR84 50ug,756339-Hu CD49a RB545 SR84 50ug,BDB-756339,$452 ,1,,BACTEC vials
43806,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051249,Other - Immune Function (Core Non-Sirigen),570984,Islet-1 R718 Q11-465 100ug,570984-Islet-1 R718 Q11-465 100ug,BDB-570984,$452 ,1,,
43807,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220070035100,Cobalt YG MTS,PH220080041127,RY703 MTS,PH220080051334,Mouse RY703 MTS,571829,"Ms CD161b,c RY703 PK136 100ug","571829-Ms CD161b,c RY703 PK136 100ug",BDB-571829,$452 ,1,,
43808,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220070035100,Cobalt YG MTS,PH220080041127,RY703 MTS,PH220080051333,Human RY703 MTS,571830,Hu CD4 RY703 RPA-T4 100Tst,571830-Hu CD4 RY703 RPA-T4 100Tst,BDB-571830,$452 ,1,,
43809,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),747615,Hu CD340 (HER-2) BV605 24D2 50ug,747615-Hu CD340 (HER-2) BV605 24D2 50ug,BDB-747615,$451 ,1,,BACTEC vials
43810,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),752512,Hu CD158 BUV661 HP-MA4 50ug,752512-Hu CD158 BUV661 HP-MA4 50ug,BDB-752512,$451 ,1,,
43811,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),752558,Hu CD130 BV480 AM64 50ug,752558-Hu CD130 BV480 AM64 50ug,BDB-752558,$451 ,1,,BACTEC vials
43812,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),749261,Hu CD49a BUV805 SR84 50ug,749261-Hu CD49a BUV805 SR84 50ug,BDB-749261,$450 ,1,,BACTEC vials
43813,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022850,Research Core Non-Sirigen,PH220080034800,Non Sirigen - Immune Function (Flow Cytometry),PH220080041088,Non Sirigen - Immune Function (Flow Cytometry),PH220080051246,Human - Immune Function (Core Non-Sirigen),568986,Hu CD29 R718 TS2/16 100Tst,568986-Hu CD29 R718 TS2/16 100Tst,BDB-568986,$450 ,1,,
43814,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051268,Other- Optibuild (Core Sirigen),751500,Rat CD44 BUV615 OX-49 50ug,751500-Rat CD44 BUV615 OX-49 50ug,BDB-751500,$450 ,1,,BACTEC vials
43815,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035750,Cobalt YG OptiBuild,PH220080041054,RY775 OptiBuild,PH220080051189,Human RY775 OptiBuild,771087,Hu CD227 RY775 HMPV 50ug,771087-Hu CD227 RY775 HMPV 50ug,BDB-771087,$450 ,1,,
43816,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035750,Cobalt YG OptiBuild,PH220080041055,RY703 OptiBuild,PH220080051193,Other RY703 OptiBuild,759772,C3/C3b/iC3b RY703 6C9 50ug,759772-C3/C3b/iC3b RY703 6C9 50ug,BDB-759772,$450 ,1,,
43817,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041051,RB670 OptiBuild,PH220080051181,Mouse RB670 OptiBuild,771184,Hu CD32 RB670 FLI8.26 50ug,771184-Hu CD32 RB670 FLI8.26 50ug,BDB-771184,$450 ,1,,
43818,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041051,RB670 OptiBuild,PH220080051182,Human RB670 OptiBuild,770393,Hu IgE RB670 G7-26 50ug,770393-Hu IgE RB670 G7-26 50ug,BDB-770393,$450 ,1,,
43819,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041051,RB670 OptiBuild,PH220080051182,Human RB670 OptiBuild,771052,Hu Notch3 RB670 MHN3-21 50ug,771052-Hu Notch3 RB670 MHN3-21 50ug,BDB-771052,$450 ,1,,
43820,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041051,RB670 OptiBuild,PH220080051182,Human RB670 OptiBuild,772060,Hu ROR1 RB670 4A5 50ug,772060-Hu ROR1 RB670 4A5 50ug,BDB-772060,$450 ,1,,
43821,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041063,RB744 OptiBuild,PH220080051204,Human RB744 OptiBuild,758095,Hu CD226 (DNAM-1) RB744 DX11 50ug,758095-Hu CD226 (DNAM-1) RB744 DX11 50ug,BDB-758095,$450 ,1,,BACTEC vials
43822,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041129,RB613 OptiBuild,PH220080051340,Human RB613 OptiBuil,759146,Hu CD49e RB613 IIA1 50ug,759146-Hu CD49e RB613 IIA1 50ug,BDB-759146,$450 ,1,,
43823,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),742631,Hu CD147 BUV395 HIM6 50ug,742631-Hu CD147 BUV395 HIM6 50ug,BDB-742631,$450 ,1,,BACTEC vials
43824,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035750,Cobalt YG OptiBuild,PH220080041128,RY610 OptiBuild,PH220080051336,Human RY610 OptiBuil,758722,Hu AKP RY610 B4-78 50ug,758722-Hu AKP RY610 B4-78 50ug,BDB-758722,$450 ,1,,
43825,BLS,BDB,Biosciences,BDB,Biosciences,2200100,Single Cell Multiomics,PH220080022800,SCM Reagents,PH220080035550,BD AbSeq,PH220010041005,AbSeq - MTS vials,PH220080051342,AbSeq - Intracellular,940520,BCL-6 Oligo AHS0491 K112-91 25Tst,940520-BCL-6 Oligo AHS0491 K112-91 25Tst,BDB-940520,$450 ,1,,BACTEC vials
43826,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035750,Cobalt YG OptiBuild,PH220080041055,RY703 OptiBuild,PH220080051195,Human RY703 OptiBuild,770304,Hu CD40 RY703 HB14 50ug,770304-Hu CD40 RY703 HB14 50ug,BDB-770304,$449 ,1,,
43827,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041051,RB670 OptiBuild,PH220080051182,Human RB670 OptiBuild,771980,Hu CD307c RB670 H5 50ug,771980-Hu CD307c RB670 H5 50ug,BDB-771980,$449 ,1,,
43828,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2410300,Vascular Access Technologies,PH241030021008,Sherlock,PH241030031016,Sherlock Sensors - ISALES,PH241030041022,Sherlock Sensors,PH241030051016,Sherlock Sensors,400036741,SHERLOCK 3CG SM SENSINTL ROW,400036741-SHERLOCK 3CG SM SENSINTL ROW,MDS-400036741,$449 ,1,,Purewick device
43829,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),756715,Hu NG2 BUV805 7.1 50ug,756715-Hu NG2 BUV805 7.1 50ug,BDB-756715,$449 ,1,,
43830,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035750,Cobalt YG OptiBuild,PH220080041128,RY610 OptiBuild,PH220080051336,Human RY610 OptiBuil,758839,Hu Lgt Chn Lam RY610 JDC-12 50ug,758839-Hu Lgt Chn Lam RY610 JDC-12 50ug,BDB-758839,$448 ,1,,
43831,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041063,RB744 OptiBuild,PH220080051204,Human RB744 OptiBuild,758128,Hu CD8 RB744 OKT8 50ug,758128-Hu CD8 RB744 OKT8 50ug,BDB-758128,$448 ,1,,
43832,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),752993,Hu CD116 BV421 hGMCSFR-M1 50ug,752993-Hu CD116 BV421 hGMCSFR-M1 50ug,BDB-752993,$448 ,1,,BACTEC vials
43833,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051268,Other- Optibuild (Core Sirigen),747240,Rat Ig Kpa Lgt Chn BV750 MRK-1 50ug,747240-Rat Ig Kpa Lgt Chn BV750 MRK-1 50ug,BDB-747240,$447 ,1,,
43834,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022950,Research Non-Core,PH220080035300,Non-Flow Cytometry - Assays,PH220080041099,Non-Flow Cytometry - Assays,PH220080051276,Immstain,610126,PTP1C/Shp1 Pure 52/PTP1C/SHP1 150ug,610126-PTP1C/Shp1 Pure 52/PTP1C/SHP1 150ug,BDB-610126,$447 ,1,,
43835,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),756617,Hu HER2 BV510 TRASMUT.RMAB 50ug,756617-Hu HER2 BV510 TRASMUT.RMAB 50ug,BDB-756617,$447 ,1,,
43836,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),743200,Hu CD93 BUV395 R139 50ug,743200-Hu CD93 BUV395 R139 50ug,BDB-743200,$446 ,1,,BACTEC vials
43837,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),748693,Hu AKP BUV563 B4-78 50ug,748693-Hu AKP BUV563 B4-78 50ug,BDB-748693,$446 ,1,,
43838,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),756468,Hu CD20 BV650 RITUMUT.RMAB 50ug,756468-Hu CD20 BV650 RITUMUT.RMAB 50ug,BDB-756468,$445 ,1,,
43839,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),747319,Hu CD4 BV750 M-T477 50ug,747319-Hu CD4 BV750 M-T477 50ug,BDB-747319,$445 ,1,,BACTEC vials
43840,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041129,RB613 OptiBuild,PH220080051340,Human RB613 OptiBuil,758735,Hu CD133 RB613 293C3 50ug,758735-Hu CD133 RB613 293C3 50ug,BDB-758735,$444 ,1,,
43841,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),744073,Hu Disial GD2 BV786 14.G2A 50ug,744073-Hu Disial GD2 BV786 14.G2A 50ug,BDB-744073,$443 ,1,,
43842,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),743446,Hu CD6 BV510 M-T605 50ug,743446-Hu CD6 BV510 M-T605 50ug,BDB-743446,$443 ,1,,BACTEC vials
43843,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),747370,Hu GARP BV750 7B11 50ug,747370-Hu GARP BV750 7B11 50ug,BDB-747370,$443 ,1,,BACTEC vials
43844,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),747506,Hu CD132 BV750 TUGH4 50ug,747506-Hu CD132 BV750 TUGH4 50ug,BDB-747506,$443 ,1,,BACTEC vials
43845,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),748551,Hu CLIP BUV563 CERCLIP 50ug,748551-Hu CLIP BUV563 CERCLIP 50ug,BDB-748551,$443 ,1,,
43846,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),746807,Hu LAIR-1 (CD305) BV480 DX26 50ug,746807-Hu LAIR-1 (CD305) BV480 DX26 50ug,BDB-746807,$443 ,1,,
43847,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),772183,Hu LOX-1 (OLR1) BV510 15C4 50ug,772183-Hu LOX-1 (OLR1) BV510 15C4 50ug,BDB-772183,$443 ,1,,
43848,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220070035100,Cobalt YG MTS,PH220080041056,RY775 MTS,PH220080051190,Other RY775 MTS,571624,Stat5 (pY694) RY775 47/STAT5(PY694) 100T,571624-Stat5 (pY694) RY775 47/STAT5(PY694) 100T,BDB-571624,$442 ,1,,
43849,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035750,Cobalt YG OptiBuild,PH220080041118,RY586 OptiBuild,PH220080051309,Human RY586 OptiBuild,753176,Hu LDLR RY586 C7 50ug,753176-Hu LDLR RY586 C7 50ug,BDB-753176,$442 ,1,,BACTEC vials
43850,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),750175,Hu CD4 BUV496 M-T477 50ug,750175-Hu CD4 BUV496 M-T477 50ug,BDB-750175,$442 ,1,,BACTEC vials
43851,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051267,Mouse - Optibuild (Core Sirigen),744645,Ms CD179a BV786 R3/VPREB 50ug,744645-Ms CD179a BV786 R3/VPREB 50ug,BDB-744645,$442 ,1,,BACTEC vials
43852,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041129,RB613 OptiBuild,PH220080051340,Human RB613 OptiBuil,758552,Hu CD300f RB613 UP-D1 50ug,758552-Hu CD300f RB613 UP-D1 50ug,BDB-758552,$441 ,1,,
43853,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041062,RB705 OptiBuild,PH220080051201,Human RB705 OptiBuild,757254,Hu CD66c RB705 B6.2/CD66 50ug,757254-Hu CD66c RB705 B6.2/CD66 50ug,BDB-757254,$441 ,1,,BACTEC vials
43854,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),756620,Hu HER2 BV711 TRASMUT.RMAB 50ug,756620-Hu HER2 BV711 TRASMUT.RMAB 50ug,BDB-756620,$441 ,1,,BACTEC vials
43855,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051267,Mouse - Optibuild (Core Sirigen),753400,Ms TCR VBta8.1/ 8.2 BV786 KJ16-133 50ug,753400-Ms TCR VBta8.1/ 8.2 BV786 KJ16-133 50ug,BDB-753400,$441 ,1,,
43856,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035100,Sirigen - Immune Function (Flow Cytometry),PH220080041094,Sirigen - Immune Function (Flow Cytometry),PH220080051261,Mouse - Immune Function (Core Sirigen),569871,Ms CD8b BV421 YTS156.7.7.RMAB 100ug,569871-Ms CD8b BV421 YTS156.7.7.RMAB 100ug,BDB-569871,$441 ,1,,BACTEC vials
43857,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041123,RB545 OptiBuild,PH220080051327,Human RB545 OptiBuild,756454,Hu CD271 RB545 C40-1457 50ug,756454-Hu CD271 RB545 C40-1457 50ug,BDB-756454,$441 ,1,,BACTEC vials
43858,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022900,Research Core Sirigen,PH220080035200,Sirigen - OptiBuild,PH220080041096,Sirigen - OptiBuild (Flow Cytometry),PH220080051266,Human - Optibuild (Core Sirigen),747687,Hu CD307a (FCRL1) BB700 E3 50ug,747687-Hu CD307a (FCRL1) BB700 E3 50ug,BDB-747687,$440 ,1,,BACTEC vials
43859,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041123,RB545 OptiBuild,PH220080051327,Human RB545 OptiBuild,756579,Hu CD321 (JAM-1) RB545 M.AB.F11 50ug,756579-Hu CD321 (JAM-1) RB545 M.AB.F11 50ug,BDB-756579,$440 ,1,,BACTEC vials
43860,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041051,RB670 OptiBuild,PH220080051182,Human RB670 OptiBuild,770472,Hu CD203c RB670 NP4D6 50ug,770472-Hu CD203c RB670 NP4D6 50ug,BDB-770472,$440 ,1,,
43861,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021001,Ports,PH240111031007,Ports,PH240111041019,Dual Lumen Ports,PH240111051034,Dual Lumen Ports,607100,MRI D/L W/PRECON 10FR DA,0607100-MRI D/L W/PRECON 10FR DA,PI-0607100,$440 ,1,,
43862,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035900,Cobalt Blue OptiBuild,PH220080041121,RB780 OptiBuild,PH220080051320,Mouse RB780 OptiBuild,755453,Ms V Bta 4 TCR RB780 KT4 50ug,755453-Ms V Bta 4 TCR RB780 KT4 50ug,BDB-755453,$440 ,1,,BACTEC vials
43863,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220070022900,Research Core Cobalt,PH220080035750,Cobalt YG OptiBuild,PH220080041128,RY610 OptiBuild,PH220080051336,Human RY610 OptiBuil,758412,Hu CD44 RY610 G44-26 50ug,758412-Hu CD44 RY610 G44-26 50ug,BDB-758412,$440 ,1,,
